41299;#doc=soc_project.2.txt;;;;;;;;;;;;;;
42122;4;сейчас;СЕЙЧАС;ADV -;;;с;а;ч;й;е;с;ADV;СЕЙЧАС;ADV -
42123;5;кончено;КОНЧЕНО;ADV -;;;о;н;е;ч;н;о;ADV;КОНЧЕНО;ADV -
42124;6;уже;УЖЕ;ADV -;;;е;ж;у;;;;ADV;УЖЕ;ADV -
42125;7;поздно;ПОЗДНО;ADV -;;;о;н;д;з;о;п;ADV;ПОЗДНО;ADV -
42126;8;заниматься;ЗАНИМАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;м;V;ЗАНИМАТЬСЯ;V ipf - - inf - -
42127;9;этим;ЭТО;S n - ins sg;;;м;и;т;э;;;S;ЭТО;S n - ins sg
42128;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42129;11;хотя;ХОТЯ;PART;;;я;т;о;х;;;PART;ХОТЯ;PART
42130;12;.;.;SENT;;;;;;;;;SENT;.;SENT
42131;;;;;;;;;;;;;;;
42132;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42133;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42134;3;Ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
42135;4;ты;ТЫ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom
42136;5;бы;БЫ;PART;;;ы;б;;;;;PART;БЫ;PART
42137;6;хотел;ХОТЕТЬ;V ipf praet sg indic m -;;;л;е;т;о;х;;V;ХОТЕТЬ;V ipf praet sg indic m -
42138;7;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -
42139;8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42140;9;да;ДА;PART;;;а;д;;;;;PART;ДА;PART
42141;10;?;?;SENT;;;;;;;;;SENT;?;SENT
42142;;;;;;;;;;;;;;;
42143;1;Владимир;ВЛАДИМИР;persn;;;р;и;м;и;д;а;persn;ВЛАДИМИР;persn
42144;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42145;3;Хотя;ХОТЯ;CONJ;;;я;т;о;х;;;CONJ;ХОТЯ;CONJ
42146;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42147;5;хотя;ХОТЯ;CONJ;;;я;т;о;х;;;CONJ;ХОТЯ;CONJ
42148;6;прецеденты;ПРЕЦЕДЕНТ;S m inan nom pl;;;ы;т;н;е;д;е;S;ПРЕЦЕДЕНТ;S m inan nom pl
42149;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42150;8;прецеденты;ПРЕЦЕДЕНТ;S m inan nom pl;;;ы;т;н;е;д;е;S;ПРЕЦЕДЕНТ;S m inan nom pl
42151;9;в;В;PR;;;в;;;;;;PR;В;PR
42152;10;мире;МИР;S m inan loc sg;;;е;р;и;м;;;S;МИР;S m inan loc sg
42153;11;есть;БЫТЬ;V ipf praes sg indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p
42154;12;.;.;SENT;;;;;;;;;SENT;.;SENT
42155;;;;;;;;;;;;;;;
42156;1;Есть;БЫТЬ;V ipf praes pl indic - 3p;;;ь;т;с;е;;;V;БЫТЬ;V ipf praes pl indic - 3p
42157;2;категории;КАТЕГОРИЯ;S f inan acc pl;;;и;и;р;о;г;е;S;КАТЕГОРИЯ;S f inan acc pl
42158;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42159;4;называется;НАЗЫВАТЬСЯ;V ipf praes sg indic - 3p;;;я;с;т;е;а;в;V;НАЗЫВАТЬСЯ;V ipf praes sg indic - 3p
42160;5;мастера;МАСТЕР;S m anim acc sg;;;а;р;е;т;с;а;S;МАСТЕР;S m anim acc sg
42161;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42162;7;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
42163;8;от;ОТ;PR;;;т;о;;;;;PR;ОТ;PR
42164;9;40;40;NUM - - -;;;;;;;;;NUM;40;NUM - - -
42165;10;до;ДО;PR;;;о;д;;;;;PR;ДО;PR
42166;11;55;55;NUM - - -;;;;;;;;;NUM;55;NUM - - -
42167;12;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
42168;13;до;ДО;PR;;;о;д;;;;;PR;ДО;PR
42169;14;60;60;NUM - - -;;;;;;;;;NUM;60;NUM - - -
42170;15;.;.;SENT;;;;;;;;;SENT;.;SENT
42171;;;;;;;;;;;;;;;
42172;1;Интервьюер;ИНТЕРВЬЮЕР;S m-f anim nom sg;;;р;е;ю;ь;в;р;S;ИНТЕРВЬЮЕР;S m-f anim nom sg
42173;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
42174;3;Угу;УГУ;INTJ;;;у;г;у;;;;INTJ;УГУ;INTJ
42175;4;.;.;SENT;;;;;;;;;SENT;.;SENT
